#HEADER:ProvinceCode,ProvinceName,KabupatenCode,KabupatenName,KecamatanCode,KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
1,ACEH,269,ACEH TENGGARA,416,BABUL MAKMUR,0,0,0
1,ACEH,671,ACEH TIMUR,1158,DARUL IHSAN,1155,1195,2350
1,ACEH,671,ACEH TIMUR,1080,PEUDAWA,1637,1673,3310
1,ACEH,671,ACEH TIMUR,1098,PEUREULAK TIMUR,1391,2678,4069
1,ACEH,671,ACEH TIMUR,1187,IDI TIMUR,824,1153,1977
1,ACEH,671,ACEH TIMUR,1037,IDI TUNONG,1746,1748,3494
1,ACEH,671,ACEH TIMUR,1175,DARUL FALAH,442,1084,1526
1,ACEH,671,ACEH TIMUR,1135,SUNGAI RAYA,1477,1872,3349
1,ACEH,671,ACEH TIMUR,820,SERBAJADI,1893,1267,3160
1,ACEH,671,ACEH TIMUR,718,JULOK,3589,4736,8325
1,ACEH,671,ACEH TIMUR,1119,PEUREULAK BARAT,2282,2048,4330
1,ACEH,671,ACEH TIMUR,1149,SIMPANG JERNIH,1300,544,1844
1,ACEH,671,ACEH TIMUR,996,MADAT,3393,3941,7334
1,ACEH,671,ACEH TIMUR,948,RANTAU PEUREULAK,5339,3238,8577
1,ACEH,671,ACEH TIMUR,792,BIREM BAYEUN,8471,3382,11853
1,ACEH,671,ACEH TIMUR,909,RANTAU SELAMAT,1835,1942,3777
1,ACEH,671,ACEH TIMUR,756,IDI RAYEUK,5577,5106,10683
1,ACEH,671,ACEH TIMUR,870,PEUREULAK,4870,6850,11720
1,ACEH,671,ACEH TIMUR,1023,INDRA MAKMU,4063,1733,5796
1,ACEH,671,ACEH TIMUR,972,PANTE BIDARI,2626,4052,6678
1,ACEH,1207,ACEH TENGAH,1440,KUTE PANANG,1463,2745,4208
1,ACEH,671,ACEH TIMUR,1201,PEUNARON,2315,1801,4116
1,ACEH,1207,ACEH TENGAH,1386,JAGONG JEGET,3274,1968,5242
1,ACEH,671,ACEH TIMUR,924,SIMPANG ULIM,2492,2775,5267
1,ACEH,1207,ACEH TENGAH,1295,BIES,1865,2243,4108
1,ACEH,1207,ACEH TENGAH,1459,CELALA,1747,3106,4853
1,ACEH,671,ACEH TIMUR,838,NURUSSALAM,2570,3702,6272
1,ACEH,1207,ACEH TENGAH,1307,RUSIP ANTARA,1525,2194,3719
1,ACEH,1207,ACEH TENGAH,1394,KETOL,3311,3819,7130
1,ACEH,1207,ACEH TENGAH,1476,LAUT TAWAR,3987,5035,9022
1,ACEH,1207,ACEH TENGAH,1322,ATU LINTANG,1972,1413,3385
1,ACEH,1207,ACEH TENGAH,1208,LINGE,2239,3127,5366
1,ACEH,1207,ACEH TENGAH,1267,BEBESEN,6936,9334,16270
1,ACEH,1207,ACEH TENGAH,1420,KEBAYAKAN,3047,4750,7797
1,ACEH,1492,ACEH BARAT,1493,JOHAN PAHWALAN,13649,10052,23701
1,ACEH,1492,ACEH BARAT,1778,WOYLA TIMUR,1345,1281,2626
1,ACEH,1207,ACEH TENGAH,1233,SILIH NARA,4403,7420,11823
1,ACEH,1207,ACEH TENGAH,1362,BINTANG,1225,4038,5263
1,ACEH,1207,ACEH TENGAH,1332,PEGASING,3528,6690,10218
1,ACEH,1492,ACEH BARAT,1515,KAWAY XVI,5921,4506,10427
1,ACEH,1492,ACEH BARAT,1726,MEUREUBO,5705,5686,11391
1,ACEH,1492,ACEH BARAT,1621,SAMATIGA,3904,4284,8188
1,ACEH,1492,ACEH BARAT,1654,BUBON,1732,1800,3532
1,ACEH,1492,ACEH BARAT,1577,WOYLA,4000,3208,7208
1,ACEH,1492,ACEH BARAT,1804,PANTON REU,1930,1100,3030
1,ACEH,1492,ACEH BARAT,1700,PANTE CEUREUMEN,3245,2270,5515
1,ACEH,1824,ACEH BESAR,2391,BAITUSSALAM,3779,3160,6939
1,ACEH,1492,ACEH BARAT,1753,WOYLA BARAT,2425,1714,4139
1,ACEH,1824,ACEH BESAR,1825,LHOONG,2779,2419,5198
1,ACEH,1824,ACEH BESAR,2357,SIMPANG TIGA,1857,1176,3033
1,ACEH,1492,ACEH BARAT,1672,ARONGAN LAMBALEK,2261,3316,5577
1,ACEH,1824,ACEH BESAR,1936,SEULIMEUM,4693,5158,9851
1,ACEH,1824,ACEH BESAR,2341,KUTA MALAKA,2158,1042,3200
1,ACEH,1824,ACEH BESAR,2418,LEUPUNG,631,763,1394
1,ACEH,1824,ACEH BESAR,2185,KUTA BARO,6132,5241,11373
1,ACEH,1824,ACEH BESAR,2233,DARUSSALAM,5537,3722,9259
1,ACEH,1824,ACEH BESAR,2263,PULO ACEH,1127,1301,2428
1,ACEH,1824,ACEH BESAR,2263,PULO ACEH,1127,1301,2428
1,ACEH,1492,ACEH BARAT,1559,SUNGAI MAS,1218,845,2063
1,ACEH,1824,ACEH BESAR,2263,PULO ACEH,1127,1301,2428
1,ACEH,1492,ACEH BARAT,1559,SUNGAI MAS,1218,845,2063
1,ACEH,1824,ACEH BESAR,2308,KOTA COT GLIE,3272,3379,6651
1,ACEH,1824,ACEH BESAR,2294,KOTA JANTHO,1967,2018,3985
1,ACEH,1824,ACEH BESAR,2376,DARUL KAMAL,1819,1599,3418
1,ACEH,1824,ACEH BESAR,1883,INDRAPURI,6377,3906,10283
1,ACEH,1824,ACEH BESAR,2093,PEUKAN BADA,3778,3662,7440
1,ACEH,1824,ACEH BESAR,1854,LHOKNGA,4580,3111,7691
1,ACEH,2452,PIDIE,3081,KEUMALA,1032,2969,4001
1,ACEH,1824,ACEH BESAR,2024,SUKAMAKMUR,4189,3170,7359
1,ACEH,2452,PIDIE,2929,SAKTI,0,0,0
1,ACEH,1824,ACEH BESAR,1984,MONTASIK,6373,3074,9447
1,ACEH,1824,ACEH BESAR,2425,BLANG BINTANG,3053,2148,5201
1,ACEH,2452,PIDIE,2453,BATEE,0,0,0
1,ACEH,2452,PIDIE,3164,MANE,976,1397,2373
1,ACEH,2452,PIDIE,3032,TANGSE,5198,6186,11384
1,ACEH,2452,PIDIE,3099,MUTIARA TIMUR,4938,8418,13356
1,ACEH,2452,PIDIE,2864,PIDIE,0,0,0
1,ACEH,1824,ACEH BESAR,2060,DARUL IMARAH,11484,7981,19465
1,ACEH,1824,ACEH BESAR,2120,MESJID RAYA,3001,3257,6258
1,ACEH,2452,PIDIE,2680,MILA,1760,1958,3718
1,ACEH,2452,PIDIE,2979,SIMPANG TIGA,4660,5611,10271
1,ACEH,1824,ACEH BESAR,2134,INGIN JAYA,8026,6351,14377
1,ACEH,2452,PIDIE,2482,DELIMA,0,0,0
1,ACEH,2452,PIDIE,2618,KEMBANG TANJONG,3411,5241,8652
1,ACEH,2452,PIDIE,3169,GLUMPANG BARO,1565,2941,4506
1,ACEH,3205,ACEH UTARA,3206,BAKTIYA,7176,6433,13609
1,ACEH,2452,PIDIE,2664,KOTA SIGLI,3518,3742,7260
1,ACEH,2452,PIDIE,2815,PEUKAN BARO,0,0,0
1,ACEH,3205,ACEH UTARA,3943,PAYA BAKONG,2984,2449,5433
1,ACEH,2452,PIDIE,2527,GEUMPANG,785,1158,1943
1,ACEH,2452,PIDIE,3191,TITEUE,1110,1353,2463
1,ACEH,2452,PIDIE,2720,MUTIARA,3270,4973,8243
1,ACEH,3205,ACEH UTARA,3916,BAKTIYA BARAT,2948,3224,6172
1,ACEH,2452,PIDIE,2701,MUARA TIGA,4865,1867,6732
1,ACEH,3205,ACEH UTARA,3837,NISAM,4535,1928,6463
1,ACEH,3205,ACEH UTARA,3867,COT GIREK,6352,2450,8802
1,ACEH,3205,ACEH UTARA,4004,SIMPANG KRAMAT,2801,1284,4085
1,ACEH,2452,PIDIE,2568,INDRA JAYA,3618,5734,9352
1,ACEH,3205,ACEH UTARA,4057,GEUREDONG PASE,1563,533,2096
1,ACEH,2452,PIDIE,2750,PADANG TIJI,4002,5167,9169
1,ACEH,2452,PIDIE,2533,GEULUMPANG TIGA,0,0,0
1,ACEH,3205,ACEH UTARA,3892,LANGKAHAN,4194,3819,8013
1,ACEH,3205,ACEH UTARA,3983,NIBONG,2514,1675,4189
1,ACEH,3205,ACEH UTARA,3730,TANAH PASIR,1867,1427,3294
1,ACEH,3205,ACEH UTARA,4069,BANDA BARO,1705,695,2400
1,ACEH,3205,ACEH UTARA,4021,LAPANG,1181,1280,2461
1,ACEH,3205,ACEH UTARA,3472,MEURAH MULIA,3965,3782,7747
1,ACEH,3205,ACEH UTARA,3447,MUARA BATU,5837,2986,8823
1,ACEH,3205,ACEH UTARA,3797,SAWANG,7866,3931,11797
1,ACEH,3205,ACEH UTARA,4033,PIRAK TIMUR,1775,1507,3282
1,ACEH,3205,ACEH UTARA,3264,DEWANTARA,8254,4449,12703
1,ACEH,3205,ACEH UTARA,3598,SYAMTALIRA ARON,4374,3121,7495
1,ACEH,3205,ACEH UTARA,3320,LHOKSUKON,9549,7667,17216
1,ACEH,3205,ACEH UTARA,3397,MATANGKULI,3872,3445,7317
1,ACEH,3205,ACEH UTARA,3523,SAMUDERA,6294,3771,10065
1,ACEH,3205,ACEH UTARA,4079,NISAM ANTARA,1611,937,2548
1,ACEH,4086,SIMEULUE,4178,TELUK DALAM,0,0,0
1,ACEH,4233,ACEH SINGKIL,4355,KUALA BARU,569,413,982
1,ACEH,3205,ACEH UTARA,3564,SEUNUDDON,6338,2800,9138
1,ACEH,4086,SIMEULUE,4129,TEUPAH BARAT,0,0,0
1,ACEH,3205,ACEH UTARA,3672,TANAH LUAS,6213,4120,10333
1,ACEH,4086,SIMEULUE,4204,TEUPAH SELATAN,0,0,0
1,ACEH,4086,SIMEULUE,4087,SIMEULUE TENGAH,0,0,0
1,ACEH,4086,SIMEULUE,83455,TEUPAH TENGAH,0,0,0
1,ACEH,4086,SIMEULUE,4112,SALANG,0,0,0
1,ACEH,3205,ACEH UTARA,3280,KUTA MAKMUR,6314,3703,10017
1,ACEH,4086,SIMEULUE,4224,ALAPAN,0,0,0
1,ACEH,3205,ACEH UTARA,3633,SYAMTALIRA BAYU,4800,2801,7601
1,ACEH,4233,ACEH SINGKIL,4348,SINGKOHOR,1795,1135,2930
1,ACEH,4086,SIMEULUE,4148,SIMEULUE TIMUR,0,0,0
1,ACEH,4086,SIMEULUE,4189,SIMEULUE BARAT,0,0,0
1,ACEH,4086,SIMEULUE,83456,SIMEULUE CUT,0,0,0
1,ACEH,4362,BIREUEN,4925,PEUSANGAN SELATAN,3085,2060,5145
1,ACEH,4233,ACEH SINGKIL,4285,GUNUNG MERIAH,9059,5549,14608
1,ACEH,4233,ACEH SINGKIL,4311,KOTA BAHARU,1627,1031,2658
1,ACEH,4233,ACEH SINGKIL,4336,SURO MAKMUR,1233,1698,2931
1,ACEH,4233,ACEH SINGKIL,4360,PULAU BANYAK BARAT,370,654,1024
1,ACEH,4233,ACEH SINGKIL,4234,PULAU BANYAK,838,574,1412
1,ACEH,4362,BIREUEN,4709,JULI,7180,4581,11761
1,ACEH,4362,BIREUEN,4793,SIMPANG MAMPLAM,4639,4356,8995
1,ACEH,4233,ACEH SINGKIL,4329,DANAU PARIS,1054,1273,2327
1,ACEH,4233,ACEH SINGKIL,4242,SIMPANG KANAN,3821,2613,6434
1,ACEH,4233,ACEH SINGKIL,4321,SINGKIL UTARA,2008,1810,3818
1,ACEH,4233,ACEH SINGKIL,4268,SINGKIL,4907,2480,7387
1,ACEH,4362,BIREUEN,4620,MAKMUR,3523,2013,5536
1,ACEH,4362,BIREUEN,4858,KOTA JUANG,10759,5952,16711
1,ACEH,4362,BIREUEN,4363,SAMALANGA,6185,3652,9837
1,ACEH,4989,ACEH BARAT DAYA,5027,MANGGENG,3479,2648,6127
1,ACEH,4362,BIREUEN,4689,PANDRAH,2018,1335,3353
1,ACEH,4362,BIREUEN,4746,JANGKA,5432,4381,9813
1,ACEH,4989,ACEH BARAT DAYA,5104,LEMBAH SABIL,0,0,0
1,ACEH,4362,BIREUEN,4882,KUALA,4215,2235,6450
1,ACEH,4362,BIREUEN,4903,PEUSANGAN SIBLAH KRUENG,2839,1838,4677
1,ACEH,4362,BIREUEN,4835,PEULIMBANG,2180,2342,4522
1,ACEH,4989,ACEH BARAT DAYA,5093,BABAH ROT,2284,3615,5899
1,ACEH,4362,BIREUEN,4410,JEUNIEB,7878,3096,10974
1,ACEH,4362,BIREUEN,4454,PEUDADA,5264,5031,10295
1,ACEH,4989,ACEH BARAT DAYA,5045,SUSOH,4895,5305,10200
1,ACEH,4362,BIREUEN,4648,GANDAPURA,6515,2592,9107
1,ACEH,5138,GAYO LUES,5244,PUTERI BETUNG,1259,2673,3932
1,ACEH,4989,ACEH BARAT DAYA,5074,KUALA BATEE,3972,3536,7508
1,ACEH,4989,ACEH BARAT DAYA,4990,BLANG PIDIE,4780,3709,8489
1,ACEH,5138,GAYO LUES,5254,BLANGJERANGO,1201,2483,3684
1,ACEH,4362,BIREUEN,4507,JEUMPA,7113,4486,11599
1,ACEH,4362,BIREUEN,4947,KUTA BLANG,5773,2745,8518
1,ACEH,4362,BIREUEN,4550,PEUSANGAN,11179,7392,18571
1,ACEH,5138,GAYO LUES,5139,KUTAPANJANG,1536,2498,4034
1,ACEH,5286,ACEH JAYA,5342,SETIA BAKTI,1729,1593,3322
1,ACEH,5286,ACEH JAYA,5324,KRUENG SABEE,0,0,0
1,ACEH,5138,GAYO LUES,5221,DABUN GELANG,1233,1499,2732
1,ACEH,5138,GAYO LUES,5265,PANTAN CUACA,714,1561,2275
1,ACEH,4989,ACEH BARAT DAYA,5127,JEUMPA,2860,1536,4396
1,ACEH,5286,ACEH JAYA,5287,TEUNOM,3345,3199,6544
1,ACEH,4989,ACEH BARAT DAYA,5118,SETIA,1239,1627,2866
1,ACEH,5463,NAGAN RAYA,83454,TRIPA MAKMUR,1932,1612,3544
1,ACEH,5286,ACEH JAYA,5394,JAYA,5321,2147,7468
1,ACEH,5463,NAGAN RAYA,5671,TADU RAYA,3129,3235,6364
1,ACEH,5138,GAYO LUES,5275,TERIPE JAYA,0,0,0
1,ACEH,5286,ACEH JAYA,83452,DARUL HIKMAH,1779,1271,3050
1,ACEH,5286,ACEH JAYA,5443,PANGA,1458,1992,3450
1,ACEH,5138,GAYO LUES,5231,BLANGPEGAYON,1155,1465,2620
1,ACEH,5286,ACEH JAYA,83451,INDRA JAYA,2307,1233,3540
1,ACEH,5463,NAGAN RAYA,5552,BEUTONG,2308,4007,6315
1,ACEH,5138,GAYO LUES,5152,BLANGKEJEREN,0,0,0
1,ACEH,5286,ACEH JAYA,5356,SAMPOINIET,1453,1618,3071
1,ACEH,5138,GAYO LUES,5173,RIKIT GAIB,0,0,0
1,ACEH,5138,GAYO LUES,5211,PINING,680,1444,2124
1,ACEH,5463,NAGAN RAYA,5464,KUALA,4447,4269,8716
1,ACEH,5286,ACEH JAYA,83453,PASIE RAYA,0,0,0
1,ACEH,5463,NAGAN RAYA,5654,KUALA PESISIR,4204,3819,8023
1,ACEH,5463,NAGAN RAYA,83457,BEUTONG ATEUH BANGGALANG,308,553,861
1,ACEH,5694,ACEH TAMIANG,5829,KEJURUAN MUDA,9005,5757,14762
1,ACEH,5138,GAYO LUES,5187,TERANGUN,2187,2268,4455
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR,10555,9416,19971
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR,10555,9416,19971
1,ACEH,5694,ACEH TAMIANG,5823,KOTA KUALASIMPANG,4391,2982,7373
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR,10555,9416,19971
1,ACEH,5694,ACEH TAMIANG,5823,KOTA KUALASIMPANG,4391,2982,7373
1,ACEH,5694,ACEH TAMIANG,5872,BANDA MULIA,3180,1373,4553
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR,10555,9416,19971
1,ACEH,5694,ACEH TAMIANG,5823,KOTA KUALASIMPANG,4391,2982,7373
1,ACEH,5694,ACEH TAMIANG,5872,BANDA MULIA,3180,1373,4553
1,ACEH,5694,ACEH TAMIANG,5883,BANDAR PUSAKA,3303,2136,5439
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR,10555,9416,19971
1,ACEH,5694,ACEH TAMIANG,5823,KOTA KUALASIMPANG,4391,2982,7373
1,ACEH,5694,ACEH TAMIANG,5872,BANDA MULIA,3180,1373,4553
1,ACEH,5694,ACEH TAMIANG,5883,BANDAR PUSAKA,3303,2136,5439
1,ACEH,5463,NAGAN RAYA,5517,SEUNAGAN TIMUR,3125,4321,7446
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR,10555,9416,19971
1,ACEH,5694,ACEH TAMIANG,5823,KOTA KUALASIMPANG,4391,2982,7373
1,ACEH,5694,ACEH TAMIANG,5872,BANDA MULIA,3180,1373,4553
1,ACEH,5694,ACEH TAMIANG,5883,BANDAR PUSAKA,3303,2136,5439
1,ACEH,5463,NAGAN RAYA,5517,SEUNAGAN TIMUR,3125,4321,7446
1,ACEH,5463,NAGAN RAYA,5634,SUKA MAKMUE,2077,2852,4929
1,ACEH,5463,NAGAN RAYA,5581,DARUL MAKMUR,10555,9416,19971
1,ACEH,5694,ACEH TAMIANG,5823,KOTA KUALASIMPANG,4391,2982,7373
1,ACEH,5694,ACEH TAMIANG,5872,BANDA MULIA,3180,1373,4553
1,ACEH,5694,ACEH TAMIANG,5883,BANDAR PUSAKA,3303,2136,5439
1,ACEH,5463,NAGAN RAYA,5517,SEUNAGAN TIMUR,3125,4321,7446
1,ACEH,5463,NAGAN RAYA,5634,SUKA MAKMUE,2077,2852,4929
1,ACEH,5920,BENER MERIAH,5921,TIMANG GAJAH,0,0,0
1,ACEH,5694,ACEH TAMIANG,5845,TAMIANG HULU,5532,2790,8322
1,ACEH,5920,BENER MERIAH,5952,PINTU RIME GAYO,1965,3742,5707
1,ACEH,5694,ACEH TAMIANG,5766,KARANG BARU,12432,5320,17752
1,ACEH,5463,NAGAN RAYA,5482,SEUNAGAN,3480,4764,8244
1,ACEH,5694,ACEH TAMIANG,5695,MANYAK PAYED,7261,4187,11448
1,ACEH,5694,ACEH TAMIANG,5899,TENGGULUN,3867,2994,6861
1,ACEH,5694,ACEH TAMIANG,5798,SERUWAY,6817,4801,11618
1,ACEH,5920,BENER MERIAH,6139,MESIDAH,635,1445,2080
1,ACEH,5920,BENER MERIAH,6098,PERMATA,0,0,0
1,ACEH,5920,BENER MERIAH,6045,BANDAR,0,0,0
1,ACEH,5920,BENER MERIAH,6126,BENER KELIPAH,759,1531,2290
1,ACEH,5920,BENER MERIAH,5976,BUKIT,0,0,0
1,ACEH,5920,BENER MERIAH,6017,WIH PESAM,5304,5670,10974
1,ACEH,5694,ACEH TAMIANG,5855,RANTAU,10874,4766,15640
1,ACEH,6166,PIDIE JAYA,6294,MEURAH DUA,2344,2740,5084
1,ACEH,5920,BENER MERIAH,6081,SYIAH UTAMA,300,653,953
1,ACEH,5694,ACEH TAMIANG,5905,SEKERAK,1990,1106,3096
1,ACEH,6166,PIDIE JAYA,6369,TRIENGGADENG,3869,4105,7974
1,ACEH,6166,PIDIE JAYA,6358,PANTERAJA,1521,1300,2821
1,ACEH,5694,ACEH TAMIANG,5732,BENDAHARA,5617,2931,8548
1,ACEH,6397,KOTA BANDA ACEH,6459,KUTA RAJA,1716,1702,3418
1,ACEH,5920,BENER MERIAH,6155,GAJAH PUTIH,0,0,0
1,ACEH,6397,KOTA BANDA ACEH,6398,BAITURRAHMAN,6679,5261,11940
1,ACEH,6166,PIDIE JAYA,6167,MEUREUDU,3636,4771,8407
1,ACEH,6166,PIDIE JAYA,6229,JANGKA BUYA,1195,2071,3266
1,ACEH,6397,KOTA BANDA ACEH,6409,KUTA ALAM,8282,6568,14850
1,ACEH,6166,PIDIE JAYA,6198,ULIM,1917,3794,5711
1,ACEH,6397,KOTA BANDA ACEH,6466,BANDA RAYA,5642,3709,9351
1,ACEH,6497,KOTA SABANG,6498,SUKAKARYA,3555,2918,6473
1,ACEH,6497,KOTA SABANG,6507,SUKAJAYA,3746,2619,6365
1,ACEH,6591,KOTA LANGSA,6592,LANGSA TIMUR,3639,1838,5477
1,ACEH,6518,KOTA LHOKSEUMAWE,6579,MUARA SATU,5999,3257,9256
1,ACEH,6166,PIDIE JAYA,6248,BANDAR DUA,3590,4847,8437
1,ACEH,6591,KOTA LANGSA,6628,LANGSA LAMA,9313,3508,12821
1,ACEH,6518,KOTA LHOKSEUMAWE,6537,BANDA SAKTI,14892,8317,23209
1,ACEH,6397,KOTA BANDA ACEH,6438,SYIAH KUALA,6280,4618,10898
1,ACEH,6591,KOTA LANGSA,6638,LANGSA BARO,14232,5092,19324
1,ACEH,6166,PIDIE JAYA,6314,BANDAR BARU,6010,6710,12720
1,ACEH,6591,KOTA LANGSA,6617,LANGSA KOTA,8533,4667,13200
1,ACEH,6397,KOTA BANDA ACEH,6487,ULEE KARENG,5028,3950,8978
1,ACEH,6648,KOTA SUBULUSSALAM,6675,RUNDENG,3764,1685,5449
1,ACEH,6397,KOTA BANDA ACEH,6477,JAYA BARU,4594,3471,8065
1,ACEH,6397,KOTA BANDA ACEH,6421,MEURAXA,3215,3080,6295
1,ACEH,6591,KOTA LANGSA,6607,LANGSA BARAT,6976,3235,10211
1,ACEH,6648,KOTA SUBULUSSALAM,6699,SULTAN DAULAT,3649,2204,5853
1,ACEH,6397,KOTA BANDA ACEH,6449,LUENG BATA,4387,3644,8031
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7411,BARUS UTARA,240,2040,2280
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7402,PASARIBU TOBING,0,0,0
1,ACEH,6648,KOTA SUBULUSSALAM,6649,SIMPANG KIRI,7966,4310,12276
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7392,BADIRI,2631,6471,9102
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7255,SORKAM,0,0,0
1,ACEH,6518,KOTA LHOKSEUMAWE,6519,MUARA DUA,9299,4709,14008
1,ACEH,6648,KOTA SUBULUSSALAM,6717,LONGKIB,1494,1039,2533
1,ACEH,6518,KOTA LHOKSEUMAWE,6556,BLANG MANGAT,4426,3013,7439
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7425,LUMUT,992,3857,4849
1,ACEH,6648,KOTA SUBULUSSALAM,6664,PENANGGALAN,3299,2038,5337
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7322,SIBABANGUN,2050,5479,7529
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7418,SUKA BANGUN,340,1114,1454
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7281,PINANGSORI,2315,6550,8865
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7376,SITAHUIS,0,0,0
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7383,TUKKA,1587,3496,5083
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7289,MANDUAMAS,1828,5877,7705
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7340,SORKAM BARAT,2183,4574,6757
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7352,SIRANDORUNG,1010,4761,5771
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7361,ANDAM DEWI,1407,4863,6270
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7439,TARUTUNG,2140,16837,18977
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7330,SOSOR GADONG,0,0,0
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7312,TAPIAN NAULI,2000,6211,8211
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7432,SARUDIK,0,0,0
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7241,BARUS,3972,2833,6805
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7534,PAHAE JAE,821,4304,5125
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7514,PAHAE JULU,586,5306,5892
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7668,GAROGA,914,6395,7309
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7499,SIPOHOLON,936,9178,10114
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7271,PANDAN,0,0,0
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7548,SIMANGUMBAN,677,2716,3393
6728,SUMATERA UTARA,7697,TAPANULI SELATAN,7921,MUARA BATANG TORU,2141,2946,5087
6728,SUMATERA UTARA,7240,TAPANULI TENGAH,7299,KOLANG,1291,6367,7658
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7606,PARMONANGAN,303,6447,6750
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7591,PAGARAN,308,7648,7956
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7621,SIPAHUTAR,706,10962,11668
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7645,PANGARIBUAN,929,11370,12299
6728,SUMATERA UTARA,7438,TAPANULI UTARA,7681,MUARA,229,6506,6735
